year,month,Yield Amount,temp_min,temp_max
2021,6,198.3,244,289
2010,6,160,244,294
2020,8,166.9,244,300
2020,6,166.9,244,289
2018,7,179.4,244,300
2020,6,166.9,244,300
2022,6,167.2,244,300
2015,6,160.8,244,294
2016,9,203.9,244,294
2020,8,218.8,244,289
2022,7,209.8,244,289
2023,7,225.6,244,294
2020,6,218.8,244,294
2017,8,233,256,278
2016,8,222.9,250,256
2022,8,236.8,250,300
2014,9,203.7,256,283
2022,5,236.8,250,278
2022,8,236.8,244,289
2022,8,236.8,244,289
2022,8,236.8,244,300
2010,6,170.7,250,300
2020,6,198,244,289
2022,8,236.8,244,300
2011,7,172.4,244,300
2021,6,207,244,289
2010,6,170.7,244,294
2020,8,198,244,300
2020,6,198,244,289
2018,7,225.6,244,300
2020,6,198,244,300
2022,6,236.8,244,300
2015,6,203.5,244,294
2016,9,222.9,244,294
2020,8,180.3,244,289
2022,7,212,244,289
2023,7,231.1,244,294
2020,6,180.3,244,294
2017,8,140.1,256,278
2016,8,227.8,250,256
2022,8,234.7,250,300
2014,9,235.9,256,283
2022,5,234.7,250,278
2022,8,234.7,244,289
2022,8,234.7,244,289
2022,8,234.7,244,300
2010,6,171.7,250,300
2020,6,210.2,244,289
2022,8,234.7,244,300
2011,7,157.2,244,300
2021,6,215.4,244,289
2010,6,171.7,244,294
2020,8,210.2,244,300
2020,6,210.2,244,289
2018,7,231.7,244,300
2020,6,210.2,244,300
2022,6,234.7,244,300
2015,6,165.9,244,294
2016,9,227.8,244,294
2020,8,190.5,244,289
2022,7,202.4,244,289
2023,7,215,244,294
2020,6,190.5,244,294
2017,8,186.7,256,278
2016,8,202.9,250,256
2022,8,163.6,250,300
2014,9,167.8,256,283
2022,5,163.6,250,278
2022,8,163.6,244,289
2022,8,163.6,244,289
2022,8,163.6,244,300
2010,6,171,250,300
2020,6,168.7,244,289
2022,8,163.6,244,300
2011,7,176.7,244,300
2021,6,176.9,244,289
2010,6,171,244,294
2020,8,168.7,244,300
2020,6,168.7,244,289
2018,7,167.6,244,300
2020,6,168.7,244,300
2022,6,163.6,244,300
2015,6,147.3,244,294
2016,9,202.9,244,294
2020,8,169.7,244,289
2022,7,184,244,289
2023,7,213.7,244,294
2020,6,169.7,244,294
2017,8,193.5,256,278
2016,8,225.9,250,256
2022,8,211.3,250,300
2014,9,227.7,256,283
2022,5,211.3,250,278
2022,8,211.3,244,289
2022,8,211.3,244,289
2022,8,211.3,244,300
2010,6,139.6,250,300
2020,6,196,244,289
2022,8,211.3,244,300
2011,7,169.9,244,300
2021,6,194.8,244,289
2010,6,139.6,244,294
2020,8,196,244,300
2020,6,196,244,289
2018,7,217.9,244,300
2020,6,196,244,300
2022,6,211.3,244,300
2015,6,205.3,244,294
2016,9,225.9,244,294
2020,8,206.6,244,289
2022,7,205.2,244,289
2023,7,208.7,244,294
2020,6,206.6,244,294
2017,8,224.1,256,278
2016,8,221.9,250,256
2022,8,233.6,250,300
2014,9,208.7,256,283
2022,5,233.6,250,278
2022,8,233.6,244,289
2022,8,233.6,244,289
2022,8,233.6,244,300
2010,6,160,250,300
2020,6,211,244,289
2022,8,233.6,244,300
2011,7,153.3,244,300
2021,6,220.7,244,289
2010,6,160,244,294
2020,8,211,244,300
2020,6,211,244,289
2018,7,219.8,244,300
2020,6,211,244,300
2022,6,233.6,244,300
2015,6,189.2,244,294
2016,9,221.9,244,294
2020,8,182.6,244,289
2022,7,205.5,244,289
2023,7,216.2,244,294
2020,6,182.6,244,294
2017,8,227.9,256,278
2016,8,218.8,250,256
2022,8,198.3,250,300
2014,9,188.9,256,283
2022,5,198.3,250,278
2022,8,198.3,244,289
2022,8,198.3,244,289
2022,8,198.3,244,300
2010,6,167.5,250,300
2020,6,186.2,244,289
2022,8,198.3,244,300
2011,7,137.9,244,300
2021,6,208.1,244,289
2010,6,167.5,244,294
2020,8,186.2,244,300
2020,6,186.2,244,289
2018,7,204.6,244,300
2020,6,186.2,244,300
2022,6,198.3,244,300
2015,6,186.9,244,294
2016,9,218.8,244,294
2020,8,169.4,244,289
2022,7,180.8,244,289
2023,7,204,244,294
2020,6,169.4,244,294
2017,8,161.7,256,278
2016,8,216,250,256
2022,8,207.5,250,300
2014,9,194.2,256,283
2022,5,207.5,250,278
2022,8,207.5,244,289
2022,8,207.5,244,289
2022,8,207.5,244,300
2010,6,182.8,250,300
2020,6,188.1,244,289
2022,8,207.5,244,300
2011,7,158.6,244,300
2021,6,211.9,244,289
2010,6,182.8,244,294
2020,8,188.1,244,300
2020,6,188.1,244,289
2018,7,194.5,244,300
2020,6,188.1,244,300
2022,6,207.5,244,300
2015,6,173.4,244,294
2016,9,216,244,294
2020,8,179.1,244,289
2022,7,193.1,244,289
2023,7,206.7,244,294
2020,6,179.1,244,294
2017,8,232.4,256,278
2016,8,154.8,250,256
2022,8,207.7,250,300
2014,9,209.8,256,283
2022,5,207.7,250,278
2022,8,207.7,244,289
2022,8,207.7,244,289
2022,8,207.7,244,300
2010,6,146.6,250,300
2020,6,199.2,244,289
2022,8,207.7,244,300
2011,7,175.9,244,300
2021,6,196.8,244,289
2010,6,146.6,244,294
2020,8,199.2,244,300
2020,6,199.2,244,289
2018,7,219,244,300
2020,6,199.2,244,300
2022,6,207.7,244,300
2015,6,183.4,244,294
2016,9,154.8,244,294
2020,8,159.6,244,289
2022,7,190.8,244,289
2023,7,209.6,244,294
2020,6,159.6,244,294
2017,8,227.2,256,278
2016,8,224,250,256
2022,8,238.6,250,300
2014,9,239.8,256,283
2022,5,238.6,250,278
2022,8,238.6,244,289
2022,8,238.6,244,289
2022,8,238.6,244,300
2010,6,169.9,250,300
2020,6,211.3,244,289
2022,8,238.6,244,300
2011,7,167.5,244,300
2021,6,220.2,244,289
2010,6,169.9,244,294
2020,8,211.3,244,300
2020,6,211.3,244,289
2018,7,244.4,244,300
2020,6,211.3,244,300
2022,6,238.6,244,300
2015,6,177.8,244,294
2016,9,224,244,294
2020,8,175.2,244,289
2022,7,194.7,244,289
2023,7,188.8,244,294
2020,6,175.2,244,294
2017,8,216.5,256,278
2016,8,165.6,250,256
2022,8,234.9,250,300
2014,9,231.2,256,283
2022,5,234.9,250,278
2022,8,234.9,244,289
2022,8,234.9,244,289
2022,8,234.9,244,300
2010,6,145.6,250,300
2020,6,210,244,289
2022,8,234.9,244,300
2011,7,162.9,244,300
2021,6,210.8,244,289
2010,6,145.6,244,294
2020,8,210,244,300
2020,6,210,244,289
2018,7,232.2,244,300
2020,6,210,244,300
2022,6,234.9,244,300
2015,6,181.8,244,294
2016,9,165.6,244,294
2020,8,191.3,244,289
2022,7,213.1,244,289
2023,7,213.1,244,294
2020,6,191.3,244,294
2017,8,213.1,256,278
2016,8,227.3,250,256
2022,8,206.8,250,300
2014,9,179.8,256,283
2022,5,206.8,250,278
2022,8,206.8,244,289
2022,8,206.8,244,289
2022,8,206.8,244,300
2010,6,155.5,250,300
2020,6,176.7,244,289
2022,8,206.8,244,300
2011,7,154.3,244,300
2021,6,202.1,244,289
2010,6,155.5,244,294
2020,8,176.7,244,300
2020,6,176.7,244,289
2018,7,181.8,244,300
2020,6,176.7,244,300
2022,6,206.8,244,300
2015,6,149,244,294
2016,9,227.3,244,294
2020,8,187.9,244,289
2022,7,198.4,244,289
2023,7,213.1,244,294
2020,6,187.9,244,294
2017,8,161.1,256,278
2016,8,217.7,250,256
2022,8,229.3,250,300
2014,9,203,256,283
2022,5,229.3,250,278
2022,8,229.3,244,289
2022,8,229.3,244,289
2022,8,229.3,244,300
2010,6,171.9,250,300
2020,6,210.1,244,289
2022,8,229.3,244,300
2011,7,159.7,244,300
2021,6,205.7,244,289
2010,6,171.9,244,294
2020,8,210.1,244,300
2020,6,210.1,244,289
2018,7,230.8,244,300
2020,6,210.1,244,300
2022,6,229.3,244,300
2015,6,183,244,294
2016,9,217.7,244,294
2020,8,190.1,244,289
2022,7,209.6,244,289
2023,7,225,244,294
2020,6,190.1,244,294
2017,8,225.1,256,278
2016,8,205.1,250,256
2022,8,240.8,250,300
2014,9,243.4,256,283
2022,5,240.8,250,278
2022,8,240.8,244,289
2022,8,240.8,244,289
2022,8,240.8,244,300
2010,6,149.1,250,300
2020,6,214.1,244,289
2022,8,240.8,244,300
2011,7,154.7,244,300
2021,6,215.6,244,289
2010,6,149.1,244,294
2020,8,214.1,244,300
2020,6,214.1,244,289
2018,7,237.3,244,300
2020,6,214.1,244,300
2022,6,240.8,244,300
2015,6,164.7,244,294
2016,9,205.1,244,294
2020,8,173.5,244,289
2022,7,192.3,244,289
2023,7,214.8,244,294
2020,6,173.5,244,294
2017,8,148.1,256,278
2016,8,211,250,256
2022,8,226.9,250,300
2014,9,218.2,256,283
2022,5,226.9,250,278
2022,8,226.9,244,289
2022,8,226.9,244,289
2022,8,226.9,244,300
2010,6,176.5,250,300
2020,6,185.6,244,289
2022,8,226.9,244,300
2011,7,141.5,244,300
2021,6,213.1,244,289
2010,6,176.5,244,294
2020,8,185.6,244,300
2020,6,185.6,244,289
2018,7,200,244,300
2020,6,185.6,244,300
2022,6,226.9,244,300
2015,6,203.2,244,294
2016,9,211,244,294
2020,8,187.9,244,289
2022,7,180.7,244,289
2023,7,205.3,244,294
2020,6,187.9,244,294
2017,8,235.8,256,278
2016,8,210.7,250,256
2022,8,230,250,300
2014,9,195.6,256,283
2022,5,230,250,278
2022,8,230,244,289
2022,8,230,244,289
2022,8,230,244,300
2010,6,172.2,250,300
2020,6,198.3,244,289
2022,8,230,244,300
2011,7,151.5,244,300
2021,6,204.7,244,289
2010,6,172.2,244,294
2020,8,198.3,244,300
2020,6,198.3,244,289
2018,7,202.6,244,300
2020,6,198.3,244,300
2022,6,230,244,300
2015,6,182.6,244,294
2016,9,210.7,244,294
2020,8,185.8,244,289
2022,7,196.8,244,289
2023,7,207.4,244,294
2020,6,185.8,244,294
2017,8,218.8,256,278
2016,8,197.9,250,256
2022,8,188.3,250,300
2014,9,183.2,256,283
2022,5,188.3,250,278
2022,8,188.3,244,289
2022,8,188.3,244,289
2022,8,188.3,244,300
2010,6,182.9,250,300
2020,6,173,244,289
2022,8,188.3,244,300
2011,7,165.3,244,300
2021,6,197.1,244,289
2010,6,182.9,244,294
2020,8,173,244,300
2020,6,173,244,289
2018,7,159.6,244,300
2020,6,173,244,300
2022,6,188.3,244,300
2015,6,170.1,244,294
2016,9,197.9,244,294
2020,8,191,244,289
2022,7,200.1,244,289
2023,7,204.8,244,294
2020,6,191,244,294
2017,8,209.3,256,278
2016,8,165.7,250,256
2022,8,233.8,250,300
2014,9,210.1,256,283
2022,5,233.8,250,278
2022,8,233.8,244,289
2022,8,233.8,244,289
2022,8,233.8,244,300
2010,6,142,250,300
2020,6,205,244,289
2022,8,233.8,244,300
2011,7,156.2,244,300
2021,6,211.1,244,289
2010,6,142,244,294
2020,8,205,244,300
2020,6,205,244,289
2018,7,219.5,244,300
2020,6,205,244,300
2022,6,233.8,244,300
2015,6,180.7,244,294
2016,9,165.7,244,294
2020,8,191.1,244,289
2022,7,191.2,244,289
2023,7,213,244,294
2020,6,191.1,244,294
2017,8,205.1,256,278
2016,8,208.1,250,256
2022,8,182.3,250,300
2014,9,146.8,256,283
2022,5,182.3,250,278
2022,8,182.3,244,289
2022,8,182.3,244,289
2022,8,182.3,244,300
2010,6,145.2,250,300
2020,6,201.4,244,289
2022,8,182.3,244,300
2011,7,182.3,244,300
2021,6,162.7,244,289
2010,6,145.2,244,294
2020,8,201.4,244,300
2020,6,201.4,244,289
2018,7,235.3,244,300
2020,6,201.4,244,300
2022,6,182.3,244,300
2015,6,170.9,244,294
2016,9,208.1,244,294
2020,8,222,244,289
2022,7,209.5,244,289
2023,7,220.2,244,294
2020,6,222,244,294
2017,8,195.3,256,278
2016,8,220.6,250,256
2022,8,231.9,250,300
2014,9,212.9,256,283
2022,5,231.9,250,278
2022,8,231.9,244,289
2022,8,231.9,244,289
2022,8,231.9,244,300
2010,6,159.7,250,300
2020,6,182,244,289
2022,8,231.9,244,300
2011,7,182.4,244,300
2021,6,192.9,244,289
2010,6,159.7,244,294
2020,8,182,244,300
2020,6,182,244,289
2018,7,200.1,244,300
2020,6,182,244,300
2022,6,231.9,244,300
2015,6,139.4,244,294
2016,9,220.6,244,294
2020,8,214.5,244,289
2022,7,216.9,244,289
2023,7,235.7,244,294
2020,6,214.5,244,294
2017,8,182.8,256,278
2016,8,217.2,250,256
2022,8,223.7,250,300
2014,9,200.8,256,283
2022,5,223.7,250,278
2022,8,223.7,244,289
2022,8,223.7,244,289
2022,8,223.7,244,300
2010,6,150.9,250,300
2020,6,174.1,244,289
2022,8,223.7,244,300
2011,7,159.8,244,300
2021,6,207,244,289
2010,6,150.9,244,294
2020,8,174.1,244,300
2020,6,174.1,244,289
2018,7,181.2,244,300
2020,6,174.1,244,300
2022,6,223.7,244,300
2015,6,155.3,244,294
2016,9,217.2,244,294
2020,8,212.8,244,289
2022,7,206.7,244,289
2023,7,219.5,244,294
2020,6,212.8,244,294
2017,8,170,256,278
2016,8,215,250,256
2022,8,212.9,250,300
2014,9,177,256,283
2022,5,212.9,250,278
2022,8,212.9,244,289
2022,8,212.9,244,289
2022,8,212.9,244,300
2010,6,162.5,250,300
2020,6,178.2,244,289
2022,8,212.9,244,300
2011,7,146.8,244,300
2021,6,192.3,244,289
2010,6,162.5,244,294
2020,8,178.2,244,300
2020,6,178.2,244,289
2018,7,186,244,300
2020,6,178.2,244,300
2022,6,212.9,244,300
2015,6,204,244,294
2016,9,215,244,294
2020,8,182.9,244,289
2022,7,214.6,244,289
2023,7,227.5,244,294
2020,6,182.9,244,294
2017,8,171.4,256,278
2016,8,215.6,250,256
2022,8,221.6,250,300
2014,9,185.9,256,283
2022,5,221.6,250,278
2022,8,221.6,244,289
2022,8,221.6,244,289
2022,8,221.6,244,300
2010,6,166.1,250,300
2020,6,190.7,244,289
2022,8,221.6,244,300
2011,7,160.6,244,300
2021,6,215.5,244,289
2010,6,166.1,244,294
2020,8,190.7,244,300
2020,6,190.7,244,289
2018,7,206.6,244,300
2020,6,190.7,244,300
2022,6,221.6,244,300
2015,6,200.6,244,294
2016,9,215.6,244,294
2020,8,195.9,244,289
2022,7,183.8,244,289
2023,7,202.1,244,294
2020,6,195.9,244,294
2017,8,197.9,256,278
2016,8,196.6,250,256
2022,8,217.5,250,300
2014,9,183.5,256,283
2022,5,217.5,250,278
2022,8,217.5,244,289
2022,8,217.5,244,289
2022,8,217.5,244,300
2010,6,146,250,300
2020,6,198.7,244,289
2022,8,217.5,244,300
2011,7,152.2,244,300
2021,6,204.4,244,289
2010,6,146,244,294
2020,8,198.7,244,300
2020,6,198.7,244,289
2018,7,194.3,244,300
2020,6,198.7,244,300
2022,6,217.5,244,300
2015,6,181.2,244,294
2016,9,196.6,244,294
2020,8,211.5,244,289
2022,7,196.8,244,289
2023,7,205.7,244,294
2020,6,211.5,244,294
2017,8,233.7,256,278
2016,8,156.1,250,256
2022,8,200.8,250,300
2014,9,211.1,256,283
2022,5,200.8,250,278
2022,8,200.8,244,289
2022,8,200.8,244,289
2022,8,200.8,244,300
2010,6,147.7,250,300
2020,6,154.2,244,289
2022,8,200.8,244,300
2011,7,154.7,244,300
2021,6,197.3,244,289
2010,6,147.7,244,294
2020,8,154.2,244,300
2020,6,154.2,244,289
2018,7,162.9,244,300
2020,6,154.2,244,300
2022,6,200.8,244,300
2015,6,154.7,244,294
2016,9,156.1,244,294
2020,8,172.4,244,289
2022,7,204.1,244,289
2023,7,211.2,244,294
2020,6,172.4,244,294
2017,8,232.1,256,278
2016,8,213.7,250,256
2022,8,173.5,250,300
2014,9,170.3,256,283
2022,5,173.5,250,278
2022,8,173.5,244,289
2022,8,173.5,244,289
2022,8,173.5,244,300
2010,6,156.5,250,300
2020,6,185.2,244,289
2022,8,173.5,244,300
2011,7,162.6,244,300
2021,6,189,244,289
2010,6,156.5,244,294
2020,8,185.2,244,300
2020,6,185.2,244,289
2018,7,196.6,244,300
2020,6,185.2,244,300
2022,6,173.5,244,300
2015,6,164.6,244,294
2016,9,213.7,244,294
2020,8,197.6,244,289
2022,7,176.3,244,289
2023,7,194.8,244,294
2020,6,197.6,244,294
2017,8,222.2,256,278
2016,8,215.2,250,256
2022,8,213,250,300
2014,9,193.4,256,283
2022,5,213,250,278
2022,8,213,244,289
2022,8,213,244,289
2022,8,213,244,300
2010,6,156.1,250,300
2020,6,184.3,244,289
2022,8,213,244,300
2011,7,169.5,244,300
2021,6,214.7,244,289
2010,6,156.1,244,294
2020,8,184.3,244,300
2020,6,184.3,244,289
2018,7,168.9,244,300
2020,6,184.3,244,300
2022,6,213,244,300
2015,6,143.2,244,294
2016,9,215.2,244,294
2020,8,204.8,244,289
2022,7,199.4,244,289
2023,7,225.5,244,294
2020,6,204.8,244,294
2017,8,175.2,256,278
2016,8,164.3,250,256
2022,8,160.9,250,300
2014,9,174.8,256,283
2022,5,160.9,250,278
2022,8,160.9,244,289
2022,8,160.9,244,289
2022,8,160.9,244,300
2010,6,141.1,250,300
2020,6,196.3,244,289
2022,8,160.9,244,300
2011,7,188.8,244,300
2021,6,187.4,244,289
2010,6,141.1,244,294
2020,8,196.3,244,300
2020,6,196.3,244,289
2018,7,197.5,244,300
2020,6,196.3,244,300
2022,6,160.9,244,300
2015,6,178.3,244,294
2016,9,164.3,244,294
2020,8,175.6,244,289
2022,7,201.3,244,289
2023,7,209.1,244,294
2020,6,175.6,244,294
2017,8,218.3,256,278
2016,8,172.3,250,256
2022,8,221.8,250,300
2014,9,190.4,256,283
2022,5,221.8,250,278
2022,8,221.8,244,289
2022,8,221.8,244,289
2022,8,221.8,244,300
2010,6,165.4,250,300
2020,6,199.6,244,289
2022,8,221.8,244,300
2011,7,141.6,244,300
2021,6,195.3,244,289
2010,6,165.4,244,294
2020,8,199.6,244,300
2020,6,199.6,244,289
2018,7,230.3,244,300
2020,6,199.6,244,300
2022,6,221.8,244,300
2015,6,165.7,244,294
2016,9,172.3,244,294
2020,8,192.9,244,289
2022,7,198.6,244,289
2023,7,214.8,244,294
2020,6,192.9,244,294
2017,8,196.5,256,278
2016,8,200,250,256
2022,8,233.6,250,300
2014,9,194.9,256,283
2022,5,233.6,250,278
2022,8,233.6,244,289
2022,8,233.6,244,289
2022,8,233.6,244,300
2010,6,173.1,250,300
2020,6,202.3,244,289
2022,8,233.6,244,300
2011,7,180.1,244,300
2021,6,207.9,244,289
2010,6,173.1,244,294
2020,8,202.3,244,300
2020,6,202.3,244,289
2018,7,224.3,244,300
2020,6,202.3,244,300
2022,6,233.6,244,300
2015,6,142,244,294
2016,9,200,244,294
2020,8,213.6,244,289
2022,7,192.5,244,289
2023,7,214.7,244,294
2020,6,213.6,244,294
2017,8,191,256,278
2016,8,221.9,250,256
2022,8,226.7,250,300
2014,9,206,256,283
2022,5,226.7,250,278
2022,8,226.7,244,289
2022,8,226.7,244,289
2022,8,226.7,244,300
2010,6,159.1,250,300
2020,6,205.2,244,289
2022,8,226.7,244,300
2011,7,184.8,244,300
2021,6,197.4,244,289
2010,6,159.1,244,294
2020,8,205.2,244,300
2020,6,205.2,244,289
2018,7,221.5,244,300
2020,6,205.2,244,300
2022,6,226.7,244,300
2015,6,169.5,244,294
2016,9,221.9,244,294
2020,8,203,244,289
2022,7,205.3,244,289
2023,7,219.7,244,294
2020,6,203,244,294
2017,8,210.6,256,278
2016,8,224.8,250,256
2022,8,214.4,250,300
2014,9,213.5,256,283
2022,5,214.4,250,278
2022,8,214.4,244,289
2022,8,214.4,244,289
2022,8,214.4,244,300
2010,6,185.1,250,300
2020,6,176.1,244,289
2022,8,214.4,244,300
2021,6,195.1,244,289
2010,6,185.1,244,294
2020,8,176.1,244,300
2020,6,176.1,244,289
2018,7,165.3,244,300
2020,6,176.1,244,300
2022,6,214.4,244,300
2015,6,146.2,244,294
2016,9,224.8,244,294
2020,8,175.3,244,289
2022,7,199,244,289
2023,7,213.3,244,294
2020,6,175.3,244,294
2017,8,154.6,256,278
2016,8,223.2,250,256
2022,8,184,250,300
2014,9,188.6,256,283
2022,5,184,250,278
2022,8,184,244,289
2022,8,184,244,289
2022,8,184,244,300
2010,6,149.5,250,300
2020,6,189.9,244,289
2022,8,184,244,300
2021,6,188.8,244,289
2010,6,149.5,244,294
2020,8,189.9,244,300
2020,6,189.9,244,289
2018,7,209.7,244,300
2020,6,189.9,244,300
2022,6,184,244,300
2015,6,151.1,244,294
2016,9,223.2,244,294
2020,8,201.5,244,289
2022,7,202,244,289
2023,7,200.9,244,294
2020,6,201.5,244,294
2017,8,212.1,256,278
2016,8,182.8,250,256
2022,8,227,250,300
2014,9,207.9,256,283
2022,5,227,250,278
2022,8,227,244,289
2022,8,227,244,289
2022,8,227,244,300
2010,6,145.4,250,300
2020,6,198.7,244,289
2022,8,227,244,300
2021,6,207.5,244,289
2010,6,145.4,244,294
2020,8,198.7,244,300
2020,6,198.7,244,289
2018,7,197.6,244,300
2020,6,198.7,244,300
2022,6,227,244,300
2015,6,146.5,244,294
2016,9,182.8,244,294
2020,8,196,244,289
2022,7,192.4,244,289
2023,7,218.8,244,294
2020,6,196,244,294
2017,8,170.9,256,278
2016,8,162.9,250,256
2022,8,204.2,250,300
2014,9,209.6,256,283
2022,5,204.2,250,278
2022,8,204.2,244,289
2022,8,204.2,244,289
2022,8,204.2,244,300
2010,6,170.4,250,300
2020,6,195.4,244,289
2022,8,204.2,244,300
2021,6,175.2,244,289
2010,6,170.4,244,294
2020,8,195.4,244,300
2020,6,195.4,244,289
2018,7,169.9,244,300
2020,6,195.4,244,300
2022,6,204.2,244,300
2015,6,189,244,294
2016,9,162.9,244,294
2020,8,217.4,244,289
2022,7,196.1,244,289
2023,7,208.6,244,294
2020,6,217.4,244,294
2017,8,169.5,256,278
2016,8,204.2,250,256
2022,8,187,250,300
2014,9,207.6,256,283
2022,5,187,250,278
2022,8,187,244,289
2022,8,187,244,289
2022,8,187,244,300
2010,6,165.3,250,300
2020,6,194.1,244,289
2022,8,187,244,300
2021,6,210,244,289
2010,6,165.3,244,294
2020,8,194.1,244,300
2020,6,194.1,244,289
2018,7,221.5,244,300
2020,6,194.1,244,300
2022,6,187,244,300
2015,6,193.9,244,294
2016,9,204.2,244,294
2020,8,197.3,244,289
2022,7,188.2,244,289
2023,7,181.2,244,294
2020,6,197.3,244,294
2017,8,170.5,256,278
2016,8,156.5,250,256
2022,8,218.4,250,300
2014,9,213.7,256,283
2022,5,218.4,250,278
2022,8,218.4,244,289
2022,8,218.4,244,289
2022,8,218.4,244,300
2010,6,144.9,250,300
2020,6,164.4,244,289
2022,8,218.4,244,300
2021,6,189.2,244,289
2010,6,144.9,244,294
2020,8,164.4,244,300
2020,6,164.4,244,289
2018,7,151.8,244,300
2020,6,164.4,244,300
2022,6,218.4,244,300
2015,6,179.6,244,294
2016,9,156.5,244,294
2020,8,216.1,244,289
2022,7,219,244,289
2023,7,230.7,244,294
2020,6,216.1,244,294
2017,8,208.8,256,278
2016,8,158.6,250,256
2022,8,172.4,250,300
2014,9,167.4,256,283
2022,5,172.4,250,278
2022,8,172.4,244,289
2022,8,172.4,244,289
2022,8,172.4,244,300
2010,6,150.2,250,300
2020,6,194.9,244,289
2022,8,172.4,244,300
2021,6,176.1,244,289
2010,6,150.2,244,294
2020,8,194.9,244,300
2020,6,194.9,244,289
2018,7,198.9,244,300
2020,6,194.9,244,300
2022,6,172.4,244,300
2015,6,186.6,244,294
2016,9,158.6,244,294
2020,8,190.8,244,289
2022,7,197.8,244,289
2023,7,223.5,244,294
2020,6,190.8,244,294
2017,8,212.7,256,278
2016,8,183,250,256
2022,8,224.1,250,300
2014,9,208.9,256,283
2022,5,224.1,250,278
2022,8,224.1,244,289
2022,8,224.1,244,289
2022,8,224.1,244,300
2010,6,164,250,300
2020,6,186.4,244,289
2022,8,224.1,244,300
2021,6,201,244,289
2010,6,164,244,294
2020,8,186.4,244,300
2020,6,186.4,244,289
2018,7,208.3,244,300
2020,6,186.4,244,300
2022,6,224.1,244,300
2015,6,158,244,294
2016,9,183,244,294
2020,8,183,244,289
2022,7,208,244,289
2023,7,238.4,244,294
2020,6,183,244,294
2017,8,216.9,256,278
2016,8,222,250,256
2022,8,207.8,250,300
2014,9,187.9,256,283
2022,5,207.8,250,278
2022,8,207.8,244,289
2022,8,207.8,244,289
2022,8,207.8,244,300
2010,6,169.3,250,300
2020,6,198.5,244,289
2022,8,207.8,244,300
2021,6,211.9,244,289
2010,6,169.3,244,294
2020,8,198.5,244,300
2020,6,198.5,244,289
2018,7,223.5,244,300
2020,6,198.5,244,300
2022,6,207.8,244,300
2015,6,150.6,244,294
2016,9,222,244,294
2020,8,197.9,244,289
2022,7,209.3,244,289
2023,7,209.1,244,294
2020,6,197.9,244,294
2017,8,191.3,256,278
2016,8,224.2,250,256
2022,8,222.1,250,300
2014,9,195.9,256,283
2022,5,222.1,250,278
2022,8,222.1,244,289
2022,8,222.1,244,289
2022,8,222.1,244,300
2010,6,156,250,300
2020,6,170.6,244,289
2022,8,222.1,244,300
2021,6,211.7,244,289
2010,6,156,244,294
2020,8,170.6,244,300
2020,6,170.6,244,289
2018,7,148.2,244,300
2020,6,170.6,244,300
2022,6,222.1,244,300
2015,6,188.2,244,294
2016,9,224.2,244,294
2020,8,219.1,244,289
2022,7,199.6,244,289
2023,7,208.5,244,294
2020,6,219.1,244,294
2017,8,185.8,256,278
2016,8,208.9,250,256
2022,8,178.5,250,300
2014,9,184.6,256,283
2022,5,178.5,250,278
2022,8,178.5,244,289
2022,8,178.5,244,289
2022,8,178.5,244,300
2010,6,189.4,250,300
2020,6,202.2,244,289
2022,8,178.5,244,300
2021,6,181,244,289
2010,6,189.4,244,294
2020,8,202.2,244,300
2020,6,202.2,244,289
2018,7,217.9,244,300
2020,6,202.2,244,300
2022,6,178.5,244,300
2015,6,152.3,244,294
2016,9,208.9,244,294
2020,8,224.5,244,289
2022,7,211,244,289
2023,7,220.6,244,294
2020,6,224.5,244,294
2017,8,174.8,256,278
2016,8,236.3,250,256
2022,8,222.1,250,300
2014,9,173.7,256,283
2022,5,222.1,250,278
2022,8,222.1,244,289
2022,8,222.1,244,289
2022,8,222.1,244,300
2010,6,150.8,250,300
2020,6,208.8,244,289
2022,8,222.1,244,300
2021,6,207.9,244,289
2010,6,150.8,244,294
2020,8,208.8,244,300
2020,6,208.8,244,289
2018,7,231.8,244,300
2020,6,208.8,244,300
2022,6,222.1,244,300
2015,6,166,244,294
2016,9,236.3,244,294
2020,8,188.1,244,289
2022,7,219.3,244,289
2023,7,236.3,244,294
2020,6,188.1,244,294
2017,8,213.6,256,278
2016,8,157.9,250,256
2022,8,220,250,300
2014,9,230.9,256,283
2022,5,220,250,278
2022,8,220,244,289
2022,8,220,244,289
2022,8,220,244,300
2010,6,171.8,250,300
2020,6,214.4,244,289
2022,8,220,244,300
2021,6,224,244,289
2010,6,171.8,244,294
2020,8,214.4,244,300
2020,6,214.4,244,289
2018,7,246.7,244,300
2020,6,214.4,244,300
2022,6,220,244,300
2015,6,193.5,244,294
2016,9,157.9,244,294
2020,8,225.7,244,289
2022,7,213.1,244,289
2023,7,230.5,244,294
2020,6,225.7,244,294
2017,8,155,256,278
2016,8,223.5,250,256
2022,8,240.9,250,300
2014,9,234.8,256,283
2022,5,240.9,250,278
2022,8,240.9,244,289
2022,8,240.9,244,289
2022,8,240.9,244,300
2010,6,183.6,250,300
2020,6,189.2,244,289
2022,8,240.9,244,300
2021,6,214.9,244,289
2010,6,183.6,244,294
2020,8,189.2,244,300
2020,6,189.2,244,289
2018,7,201.7,244,300
2020,6,189.2,244,300
2022,6,240.9,244,300
2015,6,204.9,244,294
2016,9,223.5,244,294
2020,8,195.9,244,289
2022,7,193.6,244,289
