year,month,Yield Amount,temp_min,temp_max
2023,7,209.5,244,294
2020,6,195.9,244,294
2017,8,193.9,256,278
2016,8,198,250,256
2022,8,229.3,250,300
2014,9,199,256,283
2022,5,229.3,250,278
2022,8,229.3,244,289
2022,8,229.3,244,289
2022,8,229.3,244,300
2010,6,146.4,250,300
2020,6,189.6,244,289
2022,8,229.3,244,300
2021,6,214.7,244,289
2010,6,146.4,244,294
2020,8,189.6,244,300
2020,6,189.6,244,289
2018,7,220.3,244,300
2020,6,189.6,244,300
2022,6,229.3,244,300
2015,6,182.8,244,294
2016,9,198,244,294
2020,8,171.5,244,289
2022,7,231.6,244,289
2023,7,237.1,244,294
2020,6,171.5,244,294
2017,8,220.1,256,278
2016,8,219.9,250,256
2022,8,227,250,300
2014,9,197.5,256,283
2022,5,227,250,278
2022,8,227,244,289
2022,8,227,244,289
2022,8,227,244,300
2020,6,180.6,244,289
2022,8,227,244,300
2021,6,218.8,244,289
2020,8,180.6,244,300
2020,6,180.6,244,289
2018,7,186.2,244,300
2020,6,180.6,244,300
2022,6,227,244,300
2015,6,214.5,244,294
2016,9,219.9,244,294
2020,8,190.5,244,289
2022,7,195.8,244,289
2023,7,211.5,244,294
2020,6,190.5,244,294
2017,8,213.7,256,278
2016,8,162.3,250,256
2022,8,204.8,250,300
2014,9,188.9,256,283
2022,5,204.8,250,278
2022,8,204.8,244,289
2022,8,204.8,244,289
2022,8,204.8,244,300
2020,6,207.8,244,289
2022,8,204.8,244,300
2021,6,208,244,289
2020,8,207.8,244,300
2020,6,207.8,244,289
2018,7,233.6,244,300
2020,6,207.8,244,300
2022,6,204.8,244,300
2015,6,210.1,244,294
2016,9,162.3,244,294
2022,7,201.1,244,289
2023,7,201.6,244,294
2017,8,202.5,256,278
2016,8,144.8,250,256
2022,8,229.7,250,300
2014,9,223.9,256,283
2022,5,229.7,250,278
2022,8,229.7,244,289
2022,8,229.7,244,289
2022,8,229.7,244,300
2020,6,189.8,244,289
2022,8,229.7,244,300
2021,6,224.6,244,289
2020,8,189.8,244,300
2020,6,189.8,244,289
2018,7,197.7,244,300
2020,6,189.8,244,300
2022,6,229.7,244,300
2015,6,160.7,244,294
2016,9,144.8,244,294
2022,7,205.3,244,289
2023,7,215.3,244,294
2017,8,235,256,278
2016,8,199.4,250,256
2022,8,207,250,300
2014,9,202.1,256,283
2022,5,207,250,278
2022,8,207,244,289
2022,8,207,244,289
2022,8,207,244,300
2020,6,178.7,244,289
2022,8,207,244,300
2021,6,227.3,244,289
2020,8,178.7,244,300
2020,6,178.7,244,289
2018,7,187.4,244,300
2020,6,178.7,244,300
2022,6,207,244,300
2015,6,202.7,244,294
2016,9,199.4,244,294
2017,8,165.3,256,278
2022,8,199.3,250,300
2014,9,172.5,256,283
2022,5,199.3,250,278
2022,8,199.3,244,289
2022,8,199.3,244,289
2022,8,199.3,244,300
2020,6,193,244,289
2022,8,199.3,244,300
2021,6,210.6,244,289
2020,8,193,244,300
2020,6,193,244,289
2018,7,212.5,244,300
2020,6,193,244,300
2022,6,199.3,244,300
2015,6,157.6,244,294
2017,8,234.8,256,278
2022,8,218.6,250,300
2014,9,196.9,256,283
2022,5,218.6,250,278
2022,8,218.6,244,289
2022,8,218.6,244,289
2022,8,218.6,244,300
2020,6,211.4,244,289
2022,8,218.6,244,300
2021,6,214.3,244,289
2020,8,211.4,244,300
2020,6,211.4,244,289
2018,7,238.2,244,300
2020,6,211.4,244,300
2022,6,218.6,244,300
2015,6,157.9,244,294
2017,8,194.4,256,278
2022,8,239.6,250,300
2014,9,236.4,256,283
2022,5,239.6,250,278
2022,8,239.6,244,289
2022,8,239.6,244,289
2022,8,239.6,244,300
2020,6,204.4,244,289
2022,8,239.6,244,300
2021,6,232,244,289
2020,8,204.4,244,300
2020,6,204.4,244,289
2018,7,235.5,244,300
2020,6,204.4,244,300
2022,6,239.6,244,300
2017,8,173.9,256,278
2022,8,224.1,250,300
2014,9,227.7,256,283
2022,5,224.1,250,278
2022,8,224.1,244,289
2022,8,224.1,244,289
2022,8,224.1,244,300
2020,6,216.3,244,289
2022,8,224.1,244,300
2021,6,228.3,244,289
2020,8,216.3,244,300
2020,6,216.3,244,289
2018,7,232.8,244,300
2020,6,216.3,244,300
2022,6,224.1,244,300
2017,8,177.1,256,278
2022,8,226.3,250,300
2014,9,224.7,256,283
2022,5,226.3,250,278
2022,8,226.3,244,289
2022,8,226.3,244,289
2022,8,226.3,244,300
2020,6,205.8,244,289
2022,8,226.3,244,300
2021,6,208.3,244,289
2020,8,205.8,244,300
2020,6,205.8,244,289
2018,7,224.7,244,300
2020,6,205.8,244,300
2022,6,226.3,244,300
2017,8,139.1,256,278
2022,8,239.1,250,300
2014,9,205.6,256,283
2022,5,239.1,250,278
2022,8,239.1,244,289
2022,8,239.1,244,289
2022,8,239.1,244,300
2020,6,161.9,244,289
2022,8,239.1,244,300
2021,6,214.8,244,289
2020,8,161.9,244,300
2020,6,161.9,244,289
2018,7,165,244,300
2020,6,161.9,244,300
2022,6,239.1,244,300
2017,8,198.9,256,278
2022,8,177,250,300
2014,9,175.8,256,283
2022,5,177,250,278
2022,8,177,244,289
2022,8,177,244,289
2022,8,177,244,300
2020,6,205.4,244,289
2022,8,177,244,300
2021,6,163.2,244,289
2020,8,205.4,244,300
2020,6,205.4,244,289
2018,7,224.3,244,300
2020,6,205.4,244,300
2022,6,177,244,300
2022,8,237.2,250,300
2014,9,200.5,256,283
2022,5,237.2,250,278
2022,8,237.2,244,289
2022,8,237.2,244,289
2022,8,237.2,244,300
2020,6,186.2,244,289
2022,8,237.2,244,300
2021,6,207.6,244,289
2020,8,186.2,244,300
2020,6,186.2,244,289
2018,7,202,244,300
2020,6,186.2,244,300
2022,6,237.2,244,300
2022,8,207.4,250,300
2014,9,198.8,256,283
2022,5,207.4,250,278
2022,8,207.4,244,289
2022,8,207.4,244,289
2022,8,207.4,244,300
2020,6,197.4,244,289
2022,8,207.4,244,300
2021,6,167.3,244,289
2020,8,197.4,244,300
2020,6,197.4,244,289
2018,7,200.2,244,300
2020,6,197.4,244,300
2022,6,207.4,244,300
2022,8,219.5,250,300
2014,9,195.4,256,283
2022,5,219.5,250,278
2022,8,219.5,244,289
2022,8,219.5,244,289
2022,8,219.5,244,300
2020,6,191.1,244,289
2022,8,219.5,244,300
2021,6,213.7,244,289
2020,8,191.1,244,300
2020,6,191.1,244,289
2018,7,209,244,300
2020,6,191.1,244,300
2022,6,219.5,244,300
2022,8,211.7,250,300
2014,9,191.4,256,283
2022,5,211.7,250,278
2022,8,211.7,244,289
2022,8,211.7,244,289
2022,8,211.7,244,300
2020,6,139.8,244,289
2022,8,211.7,244,300
2021,6,220.1,244,289
2020,8,139.8,244,300
2020,6,139.8,244,289
2018,7,156.8,244,300
2020,6,139.8,244,300
2022,6,211.7,244,300
2022,8,152.2,250,300
2014,9,207.8,256,283
2022,5,152.2,250,278
2022,8,152.2,244,289
2022,8,152.2,244,289
2022,8,152.2,244,300
2020,6,187.7,244,289
2022,8,152.2,244,300
2021,6,151.9,244,289
2020,8,187.7,244,300
2020,6,187.7,244,289
2018,7,204.1,244,300
2020,6,187.7,244,300
2022,6,152.2,244,300
2022,8,205.9,250,300
2014,9,201.4,256,283
2022,5,205.9,250,278
2022,8,205.9,244,289
2022,8,205.9,244,289
2022,8,205.9,244,300
2022,8,205.9,244,300
2021,6,189.2,244,289
2022,6,205.9,244,300
2020,6,167.7,250,272
2011,7,170.4,244,289
2020,6,167.7,244,289
2013,7,188.9,267,289
2021,6,204.5,244,300
2020,6,167.7,244,300
2016,8,155.1,244,300
2019,7,189.3,250,300
2015,6,144.4,250,300
2020,6,167.7,244,289
2013,7,160.5,244,294
2019,6,199.4,244,300
2019,9,199.4,244,300
2023,8,204.7,256,294
2010,7,150.8,244,272
2011,7,187.7,250,294
2019,9,199.4,244,300
2018,7,181.3,244,300
2013,6,160.5,244,300
2022,8,223.1,244,300
2020,6,202,250,272
2011,7,151.3,244,289
2020,6,202,244,289
2013,7,189.5,267,289
2021,6,200.8,244,300
2020,6,202,244,300
2016,8,200.1,244,300
2019,7,171.6,250,300
2015,6,160.4,250,300
2020,6,202,244,289
2013,7,139.8,244,294
2019,6,202.2,244,300
2019,9,202.2,244,300
2023,8,197.3,256,294
2010,7,191.5,244,272
2011,7,178.5,250,294
2019,9,202.2,244,300
2018,7,186,244,300
2013,6,139.8,244,300
2022,8,225,244,300
2020,6,202.3,250,272
2011,7,161.5,244,289
2020,6,202.3,244,289
2013,7,199.5,267,289
2021,6,222.8,244,300
2020,6,202.3,244,300
2016,8,187.5,244,300
2019,7,193,250,300
2015,6,157.9,250,300
2020,6,202.3,244,289
2013,7,180.6,244,294
2019,6,216.5,244,300
2019,9,216.5,244,300
2023,8,149,256,294
2010,7,173.4,244,272
2011,7,169.2,250,294
2019,9,216.5,244,300
2018,7,218.9,244,300
2013,6,180.6,244,300
2022,8,192.1,244,300
2020,6,208.5,250,272
2011,7,141.5,244,289
2020,6,208.5,244,289
2013,7,189.4,267,289
2021,6,202.6,244,300
2020,6,208.5,244,300
2016,8,168.9,244,300
2019,7,173.2,250,300
2015,6,159.6,250,300
2020,6,208.5,244,289
2013,7,173.6,244,294
2019,6,200.6,244,300
2019,9,200.6,244,300
2023,8,203.7,256,294
2010,7,194.8,244,272
2011,7,191.4,250,294
2019,9,200.6,244,300
2018,7,192.7,244,300
2013,6,173.6,244,300
2022,8,212.8,244,300
2020,6,189.2,250,272
2011,7,147.9,244,289
2020,6,189.2,244,289
2013,7,155.9,267,289
2021,6,186.6,244,300
2020,6,189.2,244,300
2016,8,143.4,244,300
2019,7,138.7,250,300
2015,6,185.5,250,300
2020,6,189.2,244,289
2013,7,143.8,244,294
2019,6,197.5,244,300
2019,9,197.5,244,300
2023,8,222.5,256,294
2010,7,191,244,272
2011,7,180,250,294
2019,9,197.5,244,300
2018,7,173.6,244,300
2013,6,143.8,244,300
2022,8,223.3,244,300
2020,6,191.2,250,272
2011,7,162.5,244,289
2020,6,191.2,244,289
2013,7,175.5,267,289
2021,6,197.2,244,300
2020,6,191.2,244,300
2016,8,207.9,244,300
2019,7,143.6,250,300
2015,6,144.4,250,300
2020,6,191.2,244,289
2013,7,143.5,244,294
2019,6,205.2,244,300
2019,9,205.2,244,300
2023,8,222.2,256,294
2010,7,170.7,244,272
2011,7,190.5,250,294
2019,9,205.2,244,300
2018,7,189.2,244,300
2013,6,143.5,244,300
2022,8,203.4,244,300
2020,6,217.1,250,272
2011,7,141.2,244,289
2020,6,217.1,244,289
2013,7,188.5,267,289
2021,6,212.6,244,300
2020,6,217.1,244,300
2016,8,180.1,244,300
2019,7,195.8,250,300
2015,6,151.1,250,300
2020,6,217.1,244,289
2013,7,153.1,244,294
2019,6,150.1,244,300
2019,9,150.1,244,300
2023,8,197.4,256,294
2010,7,182,244,272
2011,7,161.4,250,294
2019,9,150.1,244,300
2018,7,167.2,244,300
2013,6,153.1,244,300
2022,8,150.4,244,300
2020,6,179.5,250,272
2011,7,180.9,244,289
2020,6,179.5,244,289
2013,7,187.5,267,289
2021,6,206.8,244,300
2020,6,179.5,244,300
2016,8,172.9,244,300
2019,7,189.8,250,300
2015,6,191.2,250,300
2020,6,179.5,244,289
2013,7,155.3,244,294
2019,6,189.5,244,300
2019,9,189.5,244,300
2023,8,221.1,256,294
2010,7,164.4,244,272
2011,7,138.2,250,294
2019,9,189.5,244,300
2018,7,220.1,244,300
2013,6,155.3,244,300
2022,8,195.6,244,300
2020,6,180.9,250,272
2011,7,164.9,244,289
2020,6,180.9,244,289
2013,7,162,267,289
2021,6,189.9,244,300
2020,6,180.9,244,300
2016,8,180.9,244,300
2019,7,164.7,250,300
2015,6,194.6,250,300
2020,6,180.9,244,289
2013,7,151.3,244,294
2019,6,171.4,244,300
2019,9,171.4,244,300
2023,8,206.8,256,294
2010,7,201.7,244,272
2011,7,172.9,250,294
2019,9,171.4,244,300
2018,7,158.7,244,300
2013,6,151.3,244,300
2022,8,160.4,244,300
2020,6,195.2,250,272
2011,7,149.9,244,289
2020,6,195.2,244,289
2013,7,180.1,267,289
2021,6,192.9,244,300
2020,6,195.2,244,300
2016,8,154.3,244,300
2019,7,173.3,250,300
2015,6,181.6,250,300
2020,6,195.2,244,289
2013,7,137.7,244,294
2019,6,178.3,244,300
2019,9,178.3,244,300
2023,8,206.1,256,294
2010,7,182,244,272
2011,7,173.8,250,294
2019,9,178.3,244,300
2018,7,197.6,244,300
2013,6,137.7,244,300
2022,8,170.1,244,300
2020,6,195,250,272
2011,7,138.2,244,289
2020,6,195,244,289
2013,7,189.1,267,289
2021,6,220.4,244,300
2020,6,195,244,300
2016,8,185.4,244,300
2019,7,154.6,250,300
2015,6,161.2,250,300
2020,6,195,244,289
2013,7,172.6,244,294
2019,6,154.6,244,300
2019,9,154.6,244,300
2023,8,175,256,294
2010,7,163.7,244,272
2011,7,185,250,294
2019,9,154.6,244,300
2018,7,186.6,244,300
2013,6,172.6,244,300
2022,8,156.4,244,300
2020,6,218.5,250,272
2011,7,142.7,244,289
2020,6,218.5,244,289
2013,7,218.8,267,289
2021,6,212.6,244,300
2020,6,218.5,244,300
2016,8,208.7,244,300
2019,7,196,250,300
2015,6,170.7,250,300
2020,6,218.5,244,289
2013,7,137.7,244,294
2019,6,158.6,244,300
2019,9,158.6,244,300
2023,8,217.9,256,294
2010,7,195.5,244,272
2011,7,181.8,250,294
2019,9,158.6,244,300
2018,7,155.4,244,300
2013,6,137.7,244,300
2022,8,143.7,244,300
2020,6,234.4,250,272
2011,7,160.2,244,289
2020,6,234.4,244,289
2013,7,203.7,267,289
2021,6,240.3,244,300
2020,6,234.4,244,300
2016,8,199,244,300
2019,7,187.4,250,300
2015,6,173.6,250,300
2020,6,234.4,244,289
2013,7,199.2,244,294
2019,6,145,244,300
2019,9,145,244,300
2023,8,198.8,256,294
2010,7,155,244,272
2011,7,189,250,294
2019,9,145,244,300
2018,7,172.8,244,300
2013,6,199.2,244,300
2022,8,171.8,244,300
2020,6,219.2,250,272
2011,7,153.3,244,289
2020,6,219.2,244,289
2013,7,200.4,267,289
2021,6,208.2,244,300
2020,6,219.2,244,300
2016,8,159.7,244,300
2019,7,179,250,300
2015,6,177.6,250,300
2020,6,219.2,244,289
2013,7,177.6,244,294
2019,6,212.2,244,300
2019,9,212.2,244,300
2023,8,209.2,256,294
2010,7,168.1,244,272
2011,7,181.2,250,294
2019,9,212.2,244,300
2018,7,234.6,244,300
2013,6,177.6,244,300
2022,8,228.8,244,300
2020,6,196.1,250,272
2011,7,148,244,289
2020,6,196.1,244,289
2013,7,154.5,267,289
2021,6,217.8,244,300
2020,6,196.1,244,300
2016,8,145.4,244,300
2019,7,163.5,250,300
2015,6,169.4,250,300
2020,6,196.1,244,289
2013,7,177.1,244,294
2019,6,209,244,300
2019,9,209,244,300
2023,8,229.6,256,294
2010,7,174.3,244,272
2011,7,178.4,250,294
2019,9,209,244,300
2018,7,197.5,244,300
2013,6,177.1,244,300
2022,8,214.9,244,300
2020,6,139,250,272
2011,7,151.8,244,289
2020,6,139,244,289
2013,7,160.2,267,289
2021,6,174.9,244,300
2020,6,139,244,300
2016,8,146,244,300
2019,7,155.9,250,300
2015,6,142,250,300
2020,6,139,244,289
2013,7,148.8,244,294
2019,6,210.3,244,300
2019,9,210.3,244,300
2023,8,223.3,256,294
2010,7,189.8,244,272
2011,7,164.7,250,294
2019,9,210.3,244,300
2018,7,222.2,244,300
2013,6,148.8,244,300
2022,8,192.5,244,300
2020,6,191.1,250,272
2011,7,145,244,289
2020,6,191.1,244,289
2013,7,145.9,267,289
2021,6,148.2,244,300
2020,6,191.1,244,300
2016,8,169,244,300
2019,7,163.3,250,300
2015,6,153.2,250,300
2020,6,191.1,244,289
2013,7,158.6,244,294
2019,6,228.8,244,300
2019,9,228.8,244,300
2023,8,194.5,256,294
2010,7,169.6,244,272
2011,7,155.6,250,294
2019,9,228.8,244,300
2018,7,191,244,300
2013,6,158.6,244,300
2022,8,223.5,244,300
2020,6,200.4,250,272
2011,7,163.5,244,289
2020,6,200.4,244,289
2013,7,191,267,289
2021,6,202.2,244,300
2020,6,200.4,244,300
2016,8,149.9,244,300
2019,7,171,250,300
2015,6,185.9,250,300
2020,6,200.4,244,289
2013,7,188.8,244,294
2019,6,196.8,244,300
2019,9,196.8,244,300
2023,8,226.4,256,294
2010,7,151.7,244,272
2011,7,186.6,250,294
2019,9,196.8,244,300
2018,7,229,244,300
2013,6,188.8,244,300
2022,8,238.1,244,300
2020,6,189.3,250,272
2011,7,168.7,244,289
2020,6,189.3,244,289
2013,7,191.1,267,289
2021,6,180.1,244,300
2020,6,189.3,244,300
2016,8,153.7,244,300
2019,7,163.3,250,300
2015,6,174.8,250,300
2020,6,189.3,244,289
2013,7,141,244,294
2019,6,225.5,244,300
2019,9,225.5,244,300
2023,8,206.6,256,294
2010,7,197.6,244,272
2011,7,169.6,250,294
2019,9,225.5,244,300
2018,7,225.5,244,300
2013,6,141,244,300
2022,8,227,244,300
2020,6,170.6,250,272
2011,7,139.3,244,289
2020,6,170.6,244,289
2013,7,163.5,267,289
2021,6,160.3,244,300
2020,6,170.6,244,300
2016,8,184.5,244,300
2019,7,190.6,250,300
2015,6,139.3,250,300
2020,6,170.6,244,289
2013,7,158.6,244,294
2019,6,141.1,244,300
2019,9,141.1,244,300
2023,8,191.4,256,294
2010,7,193.1,244,272
2011,7,167.3,250,294
2019,9,141.1,244,300
2018,7,150.8,244,300
2013,6,158.6,244,300
2022,8,154.4,244,300
2020,6,212.9,250,272
2011,7,146.9,244,289
2020,6,212.9,244,289
2013,7,175.6,267,289
2021,6,189.1,244,300
2020,6,212.9,244,300
2016,8,158.8,244,300
2019,7,166.9,250,300
2015,6,157.5,250,300
2020,6,212.9,244,289
2013,7,189.7,244,294
2019,6,198.4,244,300
2019,9,198.4,244,300
2023,8,216.6,256,294
2010,7,137.7,244,272
2011,7,139.7,250,294
2019,9,198.4,244,300
2018,7,224.5,244,300
2013,6,189.7,244,300
2022,8,199.5,244,300
2020,6,200.2,250,272
2011,7,164.3,244,289
2020,6,200.2,244,289
2013,7,200.5,267,289
2021,6,197.8,244,300
2020,6,200.2,244,300
2016,8,171.2,244,300
2019,7,179.6,250,300
2015,6,192.3,250,300
2020,6,200.2,244,289
2013,7,168,244,294
2019,6,199.8,244,300
2019,9,199.8,244,300
2023,8,209.1,256,294
2010,7,160.2,244,272
2011,7,186.6,250,294
2019,9,199.8,244,300
2018,7,196.5,244,300
2013,6,168,244,300
2022,8,202,244,300
2020,6,210.4,250,272
2011,7,168.7,244,289
2020,6,210.4,244,289
2013,7,174.6,267,289
2021,6,172.7,244,300
2020,6,210.4,244,300
2016,8,171.2,244,300
2019,7,151.8,250,300
2015,6,153,250,300
2020,6,210.4,244,289
2013,7,146.8,244,294
2019,6,199.4,244,300
2019,9,199.4,244,300
2023,8,213.3,256,294
2010,7,174.4,244,272
2011,7,187,250,294
2019,9,199.4,244,300
2018,7,186.1,244,300
2013,6,146.8,244,300
2022,8,196.1,244,300
2020,6,189.7,250,272
2011,7,150.7,244,289
2020,6,189.7,244,289
2013,7,180.9,267,289
2021,6,218.2,244,300
2020,6,189.7,244,300
2016,8,160.9,244,300
2019,7,174.5,250,300
2015,6,149.1,250,300
2020,6,189.7,244,289
2013,7,182.4,244,294
2019,6,193,244,300
2019,9,193,244,300
2023,8,226.6,256,294
2010,7,191.8,244,272
2011,7,169.2,250,294
2019,9,193,244,300
2018,7,173.2,244,300
2013,6,182.4,244,300
2022,8,204,244,300
2020,6,165.3,250,272
2011,7,143.3,244,289
2020,6,165.3,244,289
2013,7,188.1,267,289
2021,6,210.9,244,300
2020,6,165.3,244,300
2016,8,151.5,244,300
2019,7,183.8,250,300
2015,6,151.2,250,300
2020,6,165.3,244,289
2013,7,194.8,244,294
2019,6,219.9,244,300
2019,9,219.9,244,300
2023,8,212.2,256,294
2010,7,157.6,244,272
2011,7,152.5,250,294
2019,9,219.9,244,300
2018,7,224.7,244,300
2013,6,194.8,244,300
2022,8,173.3,244,300
2020,6,204.4,250,272
2011,7,160.2,244,289
2020,6,204.4,244,289
2013,7,163.6,267,289
2021,6,178.5,244,300
2020,6,204.4,244,300
2016,8,180.3,244,300
2019,7,138.7,250,300
2015,6,158.9,250,300
2020,6,204.4,244,289
2013,7,155.8,244,294
2019,6,195,244,300
2019,9,195,244,300
2023,8,220.9,256,294
2010,7,189.1,244,272
2011,7,169.1,250,294
2019,9,195,244,300
2018,7,161.9,244,300
2013,6,155.8,244,300
2022,8,204.2,244,300
2020,6,180.6,250,272
2011,7,163.8,244,289
2020,6,180.6,244,289
2013,7,198.6,267,289
2021,6,217.3,244,300
2020,6,180.6,244,300
2016,8,154.9,244,300
2019,7,181.4,250,300
2015,6,146,250,300
2020,6,180.6,244,289
2013,7,168.4,244,294
2019,6,183.8,244,300
2019,9,183.8,244,300
2023,8,212,256,294
2010,7,200.1,244,272
2011,7,183.5,250,294
2019,9,183.8,244,300
2018,7,196.2,244,300
2013,6,168.4,244,300
2022,8,176.3,244,300
2020,6,190,250,272
2011,7,159.7,244,289
2020,6,190,244,289
2013,7,184.9,267,289
2021,6,192.7,244,300
2020,6,190,244,300
2016,8,186.7,244,300
2019,7,142.4,250,300
2015,6,173.3,250,300
2020,6,190,244,289
2013,7,190,244,294
2019,6,185.9,244,300
2019,9,185.9,244,300
2023,8,211.1,256,294
2010,7,173.1,244,272
2011,7,145.2,250,294
2019,9,185.9,244,300
2018,7,185,244,300
2013,6,190,244,300
2022,8,214.2,244,300
2020,6,184.7,250,272
2011,7,167.7,244,289
2020,6,184.7,244,289
2013,7,169.6,267,289
2021,6,198.1,244,300
2020,6,184.7,244,300
2016,8,168.1,244,300
2019,7,173.9,250,300
2015,6,165.3,250,300
2020,6,184.7,244,289
2013,7,162,244,294
2019,6,207.3,244,300
2019,9,207.3,244,300
2023,8,234,256,294
2010,7,186.3,244,272
2011,7,167.8,250,294
2019,9,207.3,244,300
2018,7,199.2,244,300
2013,6,162,244,300
2022,8,207.5,244,300
2020,6,193.6,250,272
2011,7,149,244,289
2020,6,193.6,244,289
2013,7,168.9,267,289
2021,6,186.1,244,300
2020,6,193.6,244,300
2016,8,155.4,244,300
2019,7,182.9,250,300
2015,6,166,250,300
2020,6,193.6,244,289
2013,7,177.8,244,294
2019,6,183.5,244,300
2019,9,183.5,244,300
2023,8,224.1,256,294
2010,7,172,244,272
2011,7,141,250,294
2019,9,183.5,244,300
2018,7,216.4,244,300
2013,6,177.8,244,300
2022,8,226.1,244,300
2020,6,186.9,250,272
2011,7,153.9,244,289
2020,6,186.9,244,289
2013,7,182.5,267,289
2021,6,199,244,300
2020,6,186.9,244,300
2016,8,142.7,244,300
2019,7,156.9,250,300
2015,6,168,250,300
2020,6,186.9,244,289
2013,7,171.7,244,294
2019,6,201,244,300
2019,9,201,244,300
2023,8,209.1,256,294
2010,7,152.9,244,272
2011,7,162.6,250,294
2019,9,201,244,300
2018,7,207.8,244,300
2013,6,171.7,244,300
2022,8,199.6,244,300
2020,6,205.6,250,272
2011,7,158.3,244,289
2020,6,205.6,244,289
2013,7,161.1,267,289
2021,6,178.9,244,300
2020,6,205.6,244,300
2016,8,208.1,244,300
2019,7,188.7,250,300
2015,6,138.5,250,300
2020,6,205.6,244,289
2013,7,144,244,294
2019,6,153.3,244,300
2019,9,153.3,244,300
2023,8,191.4,256,294
2010,7,149.2,244,272
2011,7,139.1,250,294
2019,9,153.3,244,300
2018,7,151.8,244,300
2013,6,144,244,300
2022,8,148.3,244,300
2020,6,160,250,272
2011,7,160.4,244,289
2020,6,160,244,289
2013,7,182,267,289
2021,6,208.2,244,300
2020,6,160,244,300
2016,8,168.8,244,300
2019,7,170.4,250,300
2015,6,173.6,250,300
2020,6,160,244,289
2013,7,160.5,244,294
2019,6,206.1,244,300
2019,9,206.1,244,300
2023,8,179.1,256,294
2010,7,165.4,244,272
2011,7,188.3,250,294
2019,9,206.1,244,300
2018,7,212.3,244,300
2013,6,160.5,244,300
2022,8,170.7,244,300
2020,6,200.7,250,272
2011,7,139.7,244,289
2020,6,200.7,244,289
2013,7,168.3,267,289
2021,6,175.5,244,300
2020,6,200.7,244,300
2016,8,193.3,244,300
2019,7,155.6,250,300
2015,6,143.1,250,300
2020,6,200.7,244,289
2013,7,141.5,244,294
2019,6,204.3,244,300
2019,9,204.3,244,300
2023,8,169.8,256,294
2010,7,155.8,244,272
2011,7,151.9,250,294
2019,9,204.3,244,300
2018,7,188.3,244,300
2013,6,141.5,244,300
2022,8,231.3,244,300
2020,6,190.5,250,272
2011,7,171.5,244,289
2020,6,190.5,244,289
2013,7,171.3,267,289
2021,6,197,244,300
2020,6,190.5,244,300
2016,8,169.5,244,300
2019,7,154,250,300
2015,6,140.5,250,300
2020,6,190.5,244,289
2013,7,193.4,244,294
2019,6,206.9,244,300
2019,9,206.9,244,300
2023,8,210.6,256,294
2010,7,197.5,244,272
2011,7,178.1,250,294
2019,9,206.9,244,300
2018,7,201.2,244,300
2013,6,193.4,244,300
2022,8,194.6,244,300
2020,6,218.8,250,272
2011,7,153.9,244,289
2020,6,218.8,244,289
2013,7,181.4,267,289
2021,6,201.6,244,300
2020,6,218.8,244,300
2016,8,147.3,244,300
2019,7,159.6,250,300
2015,6,165.4,250,300
2020,6,218.8,244,289
2013,7,150.1,244,294
2019,6,219.4,244,300
2019,9,219.4,244,300
2023,8,231.9,256,294
2010,7,157.4,244,272
2011,7,179.5,250,294
2019,9,219.4,244,300
2018,7,233.8,244,300
2013,6,150.1,244,300
2022,8,233.1,244,300
2020,6,180.3,250,272
2011,7,145.9,244,289
2020,6,180.3,244,289
2013,7,180.7,267,289
2021,6,226.1,244,300
2020,6,180.3,244,300
2016,8,169.8,244,300
2019,7,167.1,250,300
2015,6,157.2,250,300
2020,6,180.3,244,289
2013,7,178.3,244,294
2019,6,177.2,244,300
2019,9,177.2,244,300
2023,8,205.9,256,294
2010,7,193.6,244,272
2011,7,157.8,250,294
2019,9,177.2,244,300
2018,7,185.7,244,300
2013,6,178.3,244,300
2022,8,178.3,244,300
2020,6,190.5,250,272
2011,7,158.2,244,289
2020,6,190.5,244,289
2013,7,179.6,267,289
2021,6,194.2,244,300
2020,6,190.5,244,300
2016,8,179.4,244,300
2019,7,158,250,300
2015,6,157.8,250,300
2020,6,190.5,244,289
2013,7,147.6,244,294
2019,6,188,244,300
2019,9,188,244,300
2023,8,219.5,256,294
2010,7,166.8,244,272
2011,7,178.4,250,294
2019,9,188,244,300
2018,7,207.2,244,300
2013,6,147.6,244,300
2022,8,193.6,244,300
2020,6,169.7,250,272
2011,7,139.7,244,289
2020,6,169.7,244,289
2013,7,172.3,267,289
2021,6,201,244,300
2020,6,169.7,244,300
2016,8,175.2,244,300
2019,7,181.1,250,300
2015,6,167.2,250,300
2020,6,169.7,244,289
2013,7,164.7,244,294
2019,6,180.8,244,300
2019,9,180.8,244,300
2023,8,207.9,256,294
2010,7,189,244,272
2011,7,176.1,250,294
2019,9,180.8,244,300
2018,7,159.6,244,300
2013,6,164.7,244,300
2022,8,162.3,244,300
2020,6,206.6,250,272
2011,7,158.2,244,289
2020,6,206.6,244,289
2013,7,180.7,267,289
2021,6,185.2,244,300
2020,6,206.6,244,300
2016,8,184.7,244,300
2019,7,158.8,250,300
2015,6,153.1,250,300
2020,6,206.6,244,289
2013,7,156.6,244,294
2019,6,188.4,244,300
2019,9,188.4,244,300
2023,8,205.9,256,294
2010,7,182.1,244,272
2011,7,170.6,250,294
2019,9,188.4,244,300
2018,7,207.5,244,300
2013,6,156.6,244,300
2022,8,201.3,244,300
2020,6,182.6,250,272
2011,7,149.6,244,289
2020,6,182.6,244,289
